               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  48,            0.078131,            0.031235,                   0,             0.27198,             0.42105,             0.23141,            0.072063,            0.071539,            0.019528,                   0,            0.054519,            0.002519,            0.002519
                  49,            0.073481,            0.029079,                   0,            0.012536,            0.052632,            0.013493,           0.0031225,            0.086018,            0.018516,                   0,            0.053523,            0.002523,            0.002523
                  50,            0.076819,            0.027345,                   0,             0.27713,             0.50482,             0.27759,             0.06772,            0.072592,            0.019506,                   0,            0.052525,            0.002525,            0.002525
                  51,              0.0753,            0.027109,                   0,            0.011323,             0.52632,            0.010175,           0.0027152,            0.079566,            0.018457,                   0,            0.051525,            0.002525,            0.002525
                  52,            0.073694,             0.02688,                   0,             0.29318,             0.47368,             0.26892,            0.083358,            0.067058,            0.019522,                   0,            0.050523,            0.002523,            0.002523
                  53,            0.074423,            0.030284,                   0,            0.013132,             0.52632,            0.012065,           0.0032022,            0.080398,            0.018391,                   0,            0.049519,           0.0025191,           0.0025191
                  54,            0.068497,            0.028341,                   0,             0.27318,             0.47481,             0.28473,            0.096667,            0.067742,            0.019504,                   0,            0.048513,           0.0025132,           0.0025132
                  55,            0.069559,            0.026387,                   0,            0.016238,             0.52632,            0.012226,           0.0039268,            0.075382,            0.018335,                   0,            0.047505,           0.0025053,           0.0025053
                  56,            0.070381,            0.027316,                   0,             0.28615,             0.42105,              0.2449,            0.087335,            0.065203,            0.019461,                   0,            0.046495,           0.0024954,           0.0024954
                  57,            0.069034,            0.029797,                   0,            0.028274,             0.42105,            0.023362,           0.0061513,             0.07138,            0.018373,                   0,            0.045483,           0.0024835,           0.0024835
                  58,            0.070923,            0.031016,                   0,             0.29495,             0.42105,             0.26173,             0.10896,            0.064019,            0.019084,                   0,             0.04447,           0.0024696,           0.0024696
                  59,            0.067181,            0.027226,                   0,            0.046088,             0.31579,            0.042576,            0.010974,            0.074826,            0.018398,                   0,            0.043454,           0.0024538,           0.0024538
                  60,            0.066597,            0.029689,                   0,             0.35035,             0.47368,             0.37232,             0.13478,            0.061121,            0.018837,                   0,            0.042436,            0.002436,            0.002436
                  61,            0.069261,            0.027804,                   0,              0.1515,             0.42105,             0.13468,            0.028601,            0.072582,            0.018172,                   0,            0.041416,           0.0024162,           0.0024162
                  62,            0.065806,            0.028128,                   0,             0.25865,             0.42105,             0.26518,            0.084079,            0.060481,            0.018542,                   0,            0.040394,           0.0023944,           0.0023944
                  63,            0.067224,            0.026989,                   0,             0.24496,             0.37587,             0.23945,            0.056939,            0.069709,            0.018101,                   0,            0.039371,           0.0023707,           0.0023707
                  64,            0.064646,             0.02728,                   0,             0.33255,             0.31579,             0.31551,            0.097958,            0.058877,            0.018417,                   0,            0.038345,            0.002345,            0.002345
                  65,            0.065435,            0.027833,                   0,             0.31885,             0.47368,             0.35847,             0.10932,            0.067379,            0.018143,                   0,            0.037317,           0.0023172,           0.0023172
                  66,            0.062039,             0.02702,                   0,             0.50286,             0.42617,              0.4467,             0.14347,            0.059355,            0.018269,                   0,            0.036288,           0.0022876,           0.0022876
                  67,            0.062929,            0.027683,                   0,             0.67605,             0.42105,             0.50331,             0.18522,            0.064198,            0.018015,                   0,            0.035256,           0.0022559,           0.0022559
                  68,            0.064019,            0.025756,                   0,             0.70652,             0.42105,             0.52486,              0.1682,            0.062628,            0.017997,                   0,            0.034222,           0.0022222,           0.0022222
                  69,            0.066502,            0.026014,                   0,             0.76618,             0.42105,             0.55624,             0.20625,            0.059904,            0.018136,                   0,            0.033187,           0.0021866,           0.0021866
                  70,            0.062453,            0.025695,                   0,             0.74902,             0.42105,             0.50309,              0.1826,            0.058143,            0.018295,                   0,            0.032149,            0.002149,            0.002149
                  71,            0.060799,            0.027032,                   0,                0.76,             0.42105,             0.49979,             0.18654,            0.060033,            0.018105,                   0,            0.031109,           0.0021094,           0.0021094
                  72,             0.06188,            0.024091,                   0,             0.74116,             0.42105,              0.4935,             0.20055,            0.053737,            0.018392,                   0,            0.030068,           0.0020678,           0.0020678
                  73,            0.061243,            0.026168,                   0,             0.71894,             0.42105,             0.49252,             0.20857,             0.05967,            0.018159,                   0,            0.029024,           0.0020243,           0.0020243
                  74,             0.05742,             0.02698,                   0,             0.73703,             0.42105,             0.47955,             0.20403,            0.053383,              0.0185,                   0,            0.027979,           0.0019788,           0.0019788
                  75,            0.058925,            0.025755,                   0,             0.74075,             0.42105,             0.48333,             0.20998,            0.058526,            0.018244,                   0,            0.026931,           0.0019313,           0.0019313
                  76,            0.058189,            0.025516,                   0,             0.73719,             0.44402,             0.49531,              0.1946,            0.052058,             0.01849,                   0,            0.025882,           0.0018818,           0.0018818
                  77,            0.059306,            0.023606,                   0,             0.70628,             0.42105,             0.49795,             0.19279,            0.056637,            0.018205,                   0,             0.02483,           0.0018303,           0.0018303
                  78,            0.058155,            0.025144,                   0,             0.73457,             0.42105,              0.4841,             0.21966,            0.056008,             0.01804,                   0,            0.023777,           0.0017768,           0.0017768
                  79,            0.057889,            0.025956,                   0,             0.70584,             0.42105,             0.51572,             0.23096,            0.056849,            0.017742,                   0,            0.022721,           0.0017214,           0.0017214
                  80,            0.057718,            0.024519,                   0,             0.64594,             0.42105,             0.51176,             0.19594,            0.053549,            0.017667,                   0,            0.021664,            0.001664,            0.001664
                  81,             0.05676,            0.027747,                   0,             0.59946,             0.42105,             0.51672,             0.23583,            0.052155,             0.01745,                   0,            0.020605,           0.0016046,           0.0016046
                  82,            0.055628,            0.024611,                   0,             0.62804,             0.42105,             0.53126,              0.2288,            0.057289,             0.01704,                   0,            0.019543,           0.0015432,           0.0015432
                  83,            0.055514,            0.026075,                   0,             0.50147,             0.63158,             0.54672,             0.20951,            0.055788,            0.016698,                   0,             0.01848,           0.0014799,           0.0014799
                  84,            0.056607,            0.024387,                   0,             0.44663,             0.63158,             0.53963,              0.2453,            0.052008,            0.016285,                   0,            0.017415,           0.0014146,           0.0014146
                  85,            0.052911,            0.023966,                   0,             0.60878,             0.57358,             0.57542,             0.21247,            0.052072,            0.016232,                   0,            0.016347,           0.0013473,           0.0013473
                  86,            0.055861,            0.024677,                   0,             0.56205,             0.54093,              0.5746,             0.22567,            0.054711,            0.015661,                   0,            0.015278,            0.001278,            0.001278
                  87,            0.054612,            0.022946,                   0,              0.8079,             0.44391,             0.58609,             0.23158,            0.049222,            0.015807,                   0,            0.014207,           0.0012067,           0.0012067
                  88,            0.054779,             0.02517,                   0,             0.64449,             0.47729,             0.58687,             0.25232,            0.052052,            0.015313,                   0,            0.013133,           0.0011334,           0.0011334
                  89,            0.052329,            0.023961,                   0,             0.75003,             0.47377,             0.60794,             0.24604,            0.049469,            0.015437,                   0,            0.012058,           0.0010582,           0.0010582
                  90,            0.056845,            0.022953,                   0,             0.59744,             0.54748,             0.59713,             0.24252,            0.052936,            0.015092,                   0,            0.010981,            0.000981,            0.000981
                  91,             0.05259,            0.023798,                   0,             0.56618,             0.55022,             0.58864,             0.27401,            0.050637,            0.014996,                   0,           0.0099018,          0.00090181,          0.00090181
                  92,            0.050527,            0.023342,                   0,             0.56314,             0.54338,             0.58404,             0.23527,            0.049651,            0.014934,                   0,           0.0088206,          0.00082064,          0.00082064
                  93,            0.051815,            0.023515,                   0,             0.79136,             0.47368,             0.60084,              0.2416,            0.046325,            0.014964,                   0,           0.0077375,          0.00073749,          0.00073749
                  94,            0.054647,            0.022878,                   0,             0.77967,             0.47368,             0.59562,              0.2389,            0.047209,            0.014837,                   0,           0.0066524,          0.00065236,          0.00065236
                  95,            0.049521,             0.02261,                   0,              0.7578,             0.47368,             0.59804,             0.25148,            0.046635,            0.014721,                   0,           0.0055653,          0.00056525,          0.00056525
                  96,            0.052541,            0.022377,                   0,             0.60657,             0.52632,             0.58276,             0.24118,            0.048815,            0.014536,                   0,           0.0044762,          0.00047616,          0.00047616
                  97,            0.048549,            0.021656,                   0,             0.64956,             0.52632,             0.58165,             0.24799,            0.048337,            0.014465,                   0,           0.0033851,          0.00038509,          0.00038509
                  98,            0.053513,            0.024448,                   0,             0.84818,             0.42105,             0.57703,             0.25557,            0.047399,            0.014408,                   0,            0.002292,          0.00029204,          0.00029204
                  99,            0.050938,            0.023372,                   0,             0.81779,             0.47254,             0.57606,             0.24638,            0.047276,            0.014349,                   0,            0.001197,          0.00019701,          0.00019701
