               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.053212,             0.01629,                   0,             0.88403,             0.73684,             0.79541,             0.43806,            0.048472,            0.014422,                   0,             0.00505,             0.00505,             0.00505
                  51,            0.050567,            0.016327,                   0,             0.89506,             0.78947,             0.82402,             0.44578,             0.04513,            0.012341,                   0,             0.00505,             0.00505,             0.00505
                  52,             0.04671,            0.017666,                   0,             0.71229,             0.68421,              0.7186,             0.39719,            0.048564,               0.012,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.046454,            0.015601,                   0,             0.55395,             0.58866,             0.65525,             0.34009,            0.050361,            0.011253,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.045901,              0.0143,                   0,             0.78678,             0.77734,             0.77747,             0.40376,              0.0435,            0.011641,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.046079,            0.015974,                   0,             0.78006,             0.78947,             0.80911,             0.39722,            0.045238,            0.012042,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.046073,            0.016086,                   0,             0.75265,             0.78947,             0.82797,             0.39161,            0.045129,            0.012976,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.042791,            0.013284,                   0,             0.63664,             0.78947,              0.7467,             0.38015,             0.04171,            0.011544,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.042552,            0.014154,                   0,             0.56213,             0.78947,             0.73316,             0.38609,            0.042303,            0.010207,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.041239,            0.014722,                   0,             0.85574,             0.78947,             0.87217,             0.45116,             0.03744,           0.0098903,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.039987,            0.013926,                   0,             0.84803,             0.78947,             0.87846,             0.43433,            0.038565,            0.010421,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.039512,             0.01393,                   0,             0.85806,             0.78947,             0.88984,             0.46109,             0.03848,            0.011079,                   0,             0.00406,             0.00406,             0.00406
                  62,             0.03989,            0.013322,                   0,              0.8396,             0.89474,             0.87524,             0.44632,            0.038891,            0.010709,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.039845,            0.013796,                   0,             0.94365,             0.88201,             0.90342,             0.45849,            0.035854,           0.0093881,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.039219,            0.015688,                   0,             0.88999,             0.89474,             0.87991,             0.44636,            0.033919,            0.009428,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.041204,            0.013247,                   0,             0.92014,             0.89474,              0.9006,             0.42053,            0.035402,           0.0090775,                   0,            0.003664,            0.003664,            0.003664
                  66,             0.03616,            0.012646,                   0,             0.75584,             0.89474,             0.88204,             0.42601,             0.03566,           0.0088343,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.035282,            0.011373,                   0,             0.66874,             0.85028,             0.79173,             0.44474,            0.038788,           0.0083087,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.037454,            0.013866,                   0,             0.91652,             0.89474,             0.86582,             0.45586,            0.040299,           0.0083021,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.036428,            0.012903,                   0,             0.90455,             0.89474,              0.8816,             0.49493,            0.035722,           0.0082869,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.035886,            0.012249,                   0,             0.84773,             0.89474,             0.89857,             0.43961,            0.041559,           0.0081553,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.035248,            0.012271,                   0,             0.92162,             0.89474,             0.92251,             0.53054,            0.036981,           0.0075056,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.033545,            0.011138,                   0,             0.92368,             0.89474,             0.93521,             0.52872,            0.037791,           0.0073097,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.033328,             0.01217,                   0,             0.91554,             0.89474,             0.90589,             0.48174,            0.037136,           0.0075016,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.034344,            0.012193,                   0,             0.91818,             0.89474,             0.92041,             0.44813,            0.039167,           0.0073757,                   0,            0.002773,            0.002773,            0.002773
                  75,             0.03317,            0.010864,                   0,             0.92353,             0.89474,             0.89029,             0.50671,            0.031852,           0.0072848,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.032313,             0.01199,                   0,             0.92893,             0.89474,             0.90908,             0.53142,            0.033153,           0.0072726,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.032833,            0.010916,                   0,              0.9267,             0.89474,             0.91585,             0.54129,            0.032851,           0.0074281,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.034668,            0.011464,                   0,             0.92677,             0.89474,             0.92556,             0.55848,            0.031305,           0.0072553,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.029126,            0.010892,                   0,             0.92838,             0.89474,             0.91365,             0.53078,            0.030827,           0.0072049,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.033921,            0.012161,                   0,             0.92722,             0.89474,             0.92872,             0.56914,            0.029697,           0.0070172,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.030417,           0.0098021,                   0,             0.93658,             0.89474,             0.92588,             0.56538,             0.02928,           0.0069607,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.030187,            0.010941,                   0,             0.93671,             0.89474,             0.94991,             0.55802,              0.0293,           0.0070222,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.028716,            0.011629,                   0,             0.90189,             0.89474,             0.92589,             0.58027,            0.031468,           0.0070557,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.028323,           0.0093634,                   0,             0.89302,             0.89474,              0.9515,             0.59124,            0.029339,           0.0069027,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.027268,            0.010322,                   0,             0.88789,             0.89474,             0.95074,             0.57753,            0.028549,           0.0068481,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.029017,            0.012908,                   0,             0.88645,             0.89474,             0.94593,             0.57094,            0.030362,           0.0070073,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.028372,            0.010997,                   0,              0.8858,             0.89474,              0.9418,             0.56251,            0.029638,           0.0069243,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.027513,           0.0096419,                   0,             0.88523,             0.89474,             0.93369,             0.57847,            0.027678,            0.007021,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.025972,            0.010429,                   0,             0.88576,             0.89474,             0.94056,             0.56703,              0.0295,           0.0068217,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.030389,            0.011534,                   0,              0.8864,             0.89474,             0.94084,             0.55083,            0.027596,           0.0068894,                   0,            0.001189,            0.001189,            0.001189
                  91,             0.02304,            0.010583,                   0,             0.88616,             0.89474,             0.94351,             0.56369,            0.028018,           0.0067958,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.028298,            0.010104,                   0,              0.8863,             0.89474,              0.9229,             0.53915,            0.027946,           0.0069424,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.025931,            0.010431,                   0,             0.88637,             0.89474,             0.94549,             0.58531,            0.026059,           0.0068027,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.025825,            0.011806,                   0,             0.88561,             0.89474,             0.94084,             0.56582,             0.02658,           0.0068878,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.026461,            0.011434,                   0,              0.8909,             0.89474,             0.94756,             0.55475,            0.026676,           0.0068034,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.025632,            0.010791,                   0,             0.88431,             0.89474,             0.93633,             0.56178,            0.027217,           0.0067775,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.026996,            0.011734,                   0,              0.8888,             0.89474,             0.93683,             0.55206,            0.027073,           0.0067138,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.024685,            0.010302,                   0,                0.89,             0.89474,             0.93633,             0.57131,            0.026117,            0.006711,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.025345,            0.011393,                   0,             0.89191,             0.89474,             0.93883,             0.58011,            0.024691,           0.0066711,                   0,            0.000298,            0.000298,            0.000298
