               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  62,            0.051233,            0.017251,                   0,                   1,              0.7346,             0.77064,             0.38185,            0.038771,           0.0089212,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.044815,            0.016052,                   0,             0.87492,             0.73634,             0.76922,             0.41083,            0.045742,           0.0087894,                   0,            0.003862,            0.003862,            0.003862
                  64,             0.05138,            0.017231,                   0,                   1,             0.73095,             0.77826,             0.40382,            0.036846,           0.0087838,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.045423,            0.016187,                   0,                   1,             0.72478,             0.77376,             0.35936,            0.042294,           0.0087989,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.042327,            0.015072,                   0,                   1,             0.72257,             0.77634,             0.41897,            0.038352,           0.0088048,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.042478,            0.014258,                   0,                   1,             0.71801,             0.77419,             0.36235,            0.038292,           0.0087789,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.042981,            0.016145,                   0,             0.94462,             0.73684,             0.77519,              0.3979,              0.0357,           0.0088238,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.043231,             0.01505,                   0,             0.95704,             0.73684,             0.77834,             0.42111,            0.036625,            0.008837,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.042019,            0.015073,                   0,             0.96313,             0.73684,             0.77865,             0.43552,            0.036362,           0.0087751,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.044638,            0.015566,                   0,                   1,             0.72752,             0.78076,             0.41474,            0.042301,           0.0085348,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.044788,            0.014592,                   0,                   1,              0.7218,             0.77841,              0.4293,            0.036742,           0.0085365,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.043089,            0.014521,                   0,             0.96561,             0.68421,             0.77008,             0.40617,            0.036537,           0.0085535,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.042877,            0.015145,                   0,             0.91894,             0.73684,             0.77274,             0.42737,            0.037445,           0.0085106,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.040307,            0.014654,                   0,             0.91691,             0.73684,             0.77549,             0.41478,            0.035716,           0.0085146,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.039512,             0.01491,                   0,             0.91796,             0.73684,             0.77979,             0.42616,            0.035184,           0.0085926,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.040263,            0.015687,                   0,             0.91471,             0.73684,             0.77704,              0.4223,            0.035031,           0.0085521,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.039153,            0.015086,                   0,             0.91468,             0.73684,             0.77595,              0.4116,            0.034772,           0.0085287,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.038853,            0.016724,                   0,             0.90926,             0.73684,             0.78158,             0.42911,             0.03691,           0.0085477,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.043111,            0.016683,                   0,              0.9838,             0.68421,             0.77985,             0.42899,            0.032882,           0.0084749,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.039832,            0.015531,                   0,                   1,             0.72412,             0.78865,             0.42404,            0.034023,           0.0085076,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.038833,            0.015093,                   0,             0.90283,             0.73684,             0.78379,             0.42462,            0.032128,           0.0084935,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.039565,            0.013416,                   0,                   1,             0.72436,              0.7854,             0.40729,            0.032534,           0.0085079,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.039345,            0.015488,                   0,                   1,             0.72251,             0.78572,              0.4207,            0.033285,           0.0084916,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.040063,            0.014809,                   0,             0.90265,             0.73684,              0.7839,             0.42451,            0.032792,            0.008533,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.038145,            0.012933,                   0,             0.90223,             0.73684,             0.78197,             0.44789,            0.032271,            0.008578,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.036631,             0.01474,                   0,                   1,             0.72368,              0.7865,             0.44122,            0.032658,           0.0085591,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.038743,            0.015417,                   0,                   1,             0.73013,             0.78813,             0.46374,            0.032507,           0.0085043,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.038298,            0.015401,                   0,                   1,             0.73269,             0.78954,              0.4619,             0.03275,            0.008497,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.040856,            0.014792,                   0,                   1,             0.73593,             0.79349,             0.45837,             0.03233,           0.0084629,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.038377,            0.013599,                   0,             0.99287,             0.73684,             0.79029,              0.4518,            0.033644,           0.0084888,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.037597,            0.014232,                   0,             0.99311,             0.73684,             0.78793,              0.4591,            0.033318,           0.0084697,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.036265,            0.015141,                   0,              0.9938,             0.73684,             0.78972,             0.46973,             0.03246,           0.0084325,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.035849,            0.013455,                   0,             0.99481,             0.73684,             0.78706,             0.46774,            0.032632,           0.0084377,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.038098,            0.013103,                   0,             0.99276,             0.73684,              0.7827,             0.45811,            0.033966,           0.0084568,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.037713,            0.014616,                   0,             0.99197,             0.73684,             0.78571,             0.45674,            0.034084,           0.0084448,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.036587,            0.014929,                   0,             0.99222,             0.73684,             0.78854,             0.45348,            0.033587,           0.0084317,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.039417,            0.014801,                   0,             0.99238,             0.73684,             0.78865,             0.46258,            0.033038,           0.0084226,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.039191,            0.014279,                   0,             0.99307,             0.73684,              0.7868,             0.46309,            0.032458,           0.0084002,                   0,            0.000298,            0.000298,            0.000298
