               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  61,            0.041098,            0.016169,                   0,             0.86931,             0.70088,              0.7247,             0.33236,            0.040486,           0.0090492,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.045934,            0.015453,                   0,             0.82023,             0.72108,             0.74222,             0.36182,            0.041991,           0.0090722,                   0,            0.003961,            0.003961,            0.003961
                  63,             0.04338,            0.015755,                   0,             0.81728,             0.73684,              0.7465,             0.40122,            0.039709,           0.0091309,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.040643,            0.014088,                   0,             0.87271,             0.72238,              0.7632,             0.43424,            0.036899,           0.0091951,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.040864,            0.018785,                   0,                   1,             0.66098,             0.77526,             0.40415,            0.039189,           0.0090138,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.042629,            0.015395,                   0,             0.91853,             0.73684,             0.76256,             0.39112,            0.040627,           0.0090013,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.042503,            0.015688,                   0,             0.84475,             0.73684,             0.76395,              0.4175,            0.037208,           0.0090895,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.035784,            0.014894,                   0,             0.88165,             0.68421,             0.76756,             0.39439,            0.035775,           0.0090647,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.041762,            0.015565,                   0,             0.83783,             0.68421,             0.74013,             0.36473,            0.040895,           0.0089854,                   0,            0.003268,            0.003268,            0.003268
                  70,             0.04266,            0.013585,                   0,             0.87218,             0.73684,             0.76825,             0.43072,            0.035763,           0.0090418,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.042244,            0.014519,                   0,             0.90701,             0.73684,             0.76881,             0.43711,            0.036852,           0.0091123,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.038339,            0.014411,                   0,             0.84735,             0.73684,             0.75844,             0.43866,             0.03769,           0.0090884,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.039075,            0.013958,                   0,              0.9117,             0.73684,             0.77579,              0.4018,            0.036996,           0.0088787,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.039787,            0.014881,                   0,             0.90751,             0.73684,             0.77439,             0.40736,            0.034914,           0.0088811,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.044992,            0.013779,                   0,             0.91839,             0.73684,             0.78128,             0.42951,            0.040915,           0.0087647,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.036862,            0.015889,                   0,             0.91961,             0.73684,             0.77187,             0.44323,            0.039375,           0.0088279,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.041742,            0.015701,                   0,             0.88263,             0.73684,             0.77949,             0.42806,            0.039759,           0.0089124,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.041114,            0.013027,                   0,             0.93135,             0.71494,             0.78722,             0.43973,            0.036005,           0.0089318,                   0,            0.002377,            0.002377,            0.002377
                  79,             0.03752,            0.014403,                   0,             0.91664,             0.73684,             0.79033,              0.4313,             0.03565,           0.0089545,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.039491,            0.014968,                   0,             0.90221,             0.73684,             0.78605,             0.42187,            0.037183,           0.0088952,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.037912,            0.012616,                   0,             0.92694,             0.73684,             0.77982,             0.42693,            0.034614,           0.0089429,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.040273,            0.013898,                   0,             0.93262,             0.72893,             0.78047,             0.41761,            0.037199,            0.008933,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.038333,            0.014731,                   0,             0.93029,             0.73684,             0.78281,             0.42804,            0.036107,           0.0089306,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.039108,            0.014447,                   0,             0.93327,              0.7361,             0.78022,             0.42728,            0.036784,           0.0088583,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.035525,            0.013905,                   0,             0.93306,             0.73382,             0.78371,             0.42402,            0.038013,           0.0087736,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.036699,            0.013492,                   0,             0.93289,             0.73198,             0.79013,             0.40467,            0.037601,           0.0087953,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.035464,            0.015919,                   0,              0.9116,             0.68421,             0.77713,             0.42143,            0.037246,           0.0088032,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.037171,            0.014939,                   0,             0.87499,              0.7368,             0.78005,             0.41263,            0.037368,           0.0087764,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.037432,            0.014408,                   0,                   1,             0.66804,             0.77339,             0.43106,            0.038218,           0.0087733,                   0,            0.001288,            0.001288,            0.001288
